|id|generator_name|country|ic_kw|technology|subsidy|accreditation|commissioned|rlf|alf|latest_data|latest_mwh_p_a|latest_rocs_p_a
3163|R00145SESC|Lintrathen Treatment Works|Scotland|300|Hydro|RO|2008-04-01|1989-10-01|48.3%|49.2%|2018-06|1293.0|903.0
3164|R00060SDSC|Rottal Hydro Ltd|Scotland|450|Hydro|RO|2008-10-20|2008-10-20|35.5%|39.7%|2018-04|1564.0|1326.0
3165|G02371NWEN|Trebilcock Farm Turbine|England|500|On-shore wind|FiT|2014-02-12|2014-01-09|34.5%|33.9%|2018-05|1483.0|
3166|R00193RUEN|West Kingsmill Farm|England|1600|Photovoltaic|RO|2014-03-31|2014-03-31|11.3%|10.9%|2018-04|1528.0|2185.0
3167|G02582NWEN|Chandler Wind Turbine|England|500|On-shore wind|FiT|2014-10-30|2014-10-30|32.3%|33.9%|2018-03|1486.0|
3168|G02249NWSC|Low Waterhead1|Scotland|500|On-shore wind|FiT|2015-03-30|2015-03-30|37.4%|38.0%|2018-04|1665.0|
3169|G01092BWSC|Standhill Renewables|Scotland|200|Anaerobic Digestion|FiT|2014-09-17|2014-09-17|82.8%|68.0%|2018-06|1192.0|
3170|G01593NWWA|Castell Llwyd|Wales|500|On-shore wind|FiT|2016-01-14|2016-01-14|37.6%|41.4%|2018-05|1811.0|
3171|G02436NWEN|Murex Bake Ltd|England|400|On-shore wind|FiT|2014-03-31|2014-03-31|36.1%|35.2%|2018-06|1232.0|
3172|G01601PVWA|Pont Andrew Solar Farm|Wales|1544|Photovoltaic|FiT|2012-07-31|2012-07-31|10.5%|9.6%|2018-03|1298.0|
3173|G02818NWEN|Hademore Turbine|England|500|On-shore wind|FiT|2015-08-19|2015-08-19|31.7%|33.7%|2018-06|1475.0|
3174|R00132RREN|Toton Sewage Treatment Works A, C|England|290|Sewage Gas|RO|2004-11-01|2004-10-21|51.8%|43.9%|2018-03|1115.0|1115.0
3175|R00099RREN|Sandall (WwTW) - A,C,D,E|England|507|Sewage Gas|RO|2003-05-01|1989-11-01|32.8%|63.0%|2018-04|2796.0|2562.0
3176|G02521NWSC|Boghead|Scotland|500|On-shore wind|FiT|2016-09-26|2016-09-26|37.6%|37.7%|2018-05|1652.0|
3177|G02842NWEN|Campfield Farm|England|500|On-shore wind|FiT|2015-09-21|2015-09-21|32.7%|34.0%|2018-03|1491.0|
3178|G02730NWEN|Greylion Wind Turbine|England|500|On-shore wind|FiT|2015-05-02|2015-05-02|28.9%|30.9%|2018-06|1352.0|
3179|G02356NWSC|South Camaloun Wind Turbine|Scotland|500|On-shore wind|FiT|2015-09-25|2015-09-25|32.9%|35.2%|2018-05|1541.0|
3180|G02320NWSC|Priestside Wind Farm|Scotland|500|On-shore wind|FiT|2015-09-10|2015-09-10|32.8%|35.5%|2018-03|1556.0|
3181|R00030REWA|Croesor Power Station|Wales|505|Hydro|RO|2002-04-01|1999-11-01|28.2%|32.4%|2018-04|1432.0|1367.0
3182|G01598NWWA|Cruglwyn|Wales|500|On-shore wind|FiT|2016-02-22|2016-02-22|44.4%|48.1%|2018-01|2108.0|
3183|R00638RUEN|Langley Priory Solar|England|2036|Photovoltaic|RO|2015-12-03|2015-12-01|9.4%|9.8%|2018-05|1747.0|1622.0
3184|G02512NWEN|Castleson Ltd|England|500|On-shore wind|FiT|2014-07-25|2014-07-25|30.2%|31.5%|2018-05|1378.0|
3185|G02507NWSC|Weydale|Scotland|500|On-shore wind|FiT|2016-09-23|2016-09-23|44.2%|42.8%|2018-06|1873.0|
3186|R00590RJEN|Port Clarence Generation Project|England|1048|Landfill Gas|RO|2011-02-17|2011-02-17|15.4%|11.3%|2018-05|1038.0|898.0
3187|G01380NWWA|Infinite Ventures (Redlands) Limited|Wales|500|On-shore wind|FiT|2012-02-27|2012-02-22|32.5%|31.3%|2018-06|1369.0|
3188|R00007SRSC|Allan Fearn CHP|Scotland|460|Sewage Gas|RO|2009-03-26|2009-02-06|31.7%|56.5%|2018-06|2277.0|1394.0
3189|G01676BWEN|Belmont Farms|England|250|Anaerobic Digestion|FiT|2015-09-04|2015-09-04|72.5%|86.0%|2018-03|1883.0|
3190|G01653HYSC|Stank Glen Hydro|Scotland|425|Hydro|FiT|2014-10-22|2014-10-22|37.3%|34.6%|2018-06|1290.0|
3191|G01114BWSC|Shenochie|Scotland|250|Anaerobic Digestion|FiT|2015-09-27|2015-09-27|75.7%|87.3%|2018-03|1913.0|
3192|G02297NWSC|Tippethill|Scotland|500|On-shore wind|FiT|2015-07-31|2015-07-31|31.5%|31.7%|2018-06|1389.0|
3193|G02038NWSC|Burnbrae|Scotland|500|On-shore wind|FiT|2014-03-05|2014-03-05|35.0%|38.2%|2018-05|1675.0|
3194|G02416NWEN|Green House Farm|England|500|On-shore wind|FiT|2014-03-25|2014-03-21|47.7%|47.5%|2016-09|2088.0|
3195|G02325NWSC|Cullisse|Scotland|500|On-shore wind|FiT|2015-09-11|2015-09-11|32.0%|35.4%|2018-03|1549.0|
3196|G02690NWEN|White Lodge Wind Farm|England|500|On-shore wind|FiT|2015-03-03|2015-03-03|35.7%|36.8%|2018-03|1613.0|
3197|G06023PVEN|Pierces Solar Farm|England|1743|Photovoltaic|FiT|2015-03-30|2015-03-30|10.7%|10.1%|2018-04|1542.0|
3198|G02265NWEN|Spenergy|England|500|On-shore wind|FiT|2013-08-30|2013-08-30|29.7%|31.1%|2018-05|1362.0|
3199|R00953RUEN|Otherton|England|2519|Photovoltaic|RO|2017-03-21|2017-03-21|10.7%|10.8%|2018-05|2377.0|2139.0
3200|G02820NWEN|Murex Wilton Ltd|England|500|On-shore wind|FiT|2015-09-17|2015-09-17|30.4%|31.4%|2018-06|1376.0|
3201|G02344NWSC|Wester Kilmany|Scotland|500|On-shore wind|FiT|2015-09-22|2015-09-22|32.6%|32.7%|2018-06|1434.0|
3202|G07063PVEN|Helios Solar 1|England|2471|Photovoltaic|FiT|2015-12-21|2015-12-21|8.8%|9.4%|2017-12|2036.0|
3203|G07641PVEN|Sheriffhales CIC|England|3174|Photovoltaic|FiT|2016-06-24|2016-06-24|||2016-12|1227.0|
3204|G02629NWEN|Talbot Farm|England|500|On-shore wind|FiT|2014-12-04|2014-12-04|35.5%|37.2%|2018-03|1630.0|
3205|G01615HYSC|Daer WTW inlets & spill|Scotland|250|Hydro|FiT|2014-08-28|2014-08-28|60.7%|69.6%|2018-06|1524.0|
3206|G02002NWEN|Trevozah Barton Turbine|England|500|On-shore wind|FiT|2012-10-02|2012-10-02|29.9%|30.8%|2018-05|1350.0|
3207|G01678BWEN|Honeypot AD|England|200|Anaerobic Digestion|FiT|2015-08-13|2015-08-13|93.7%|91.9%|2018-03|1610.0|
3208|G01744HYSC|Allt Chorie a Bhalachain|Scotland|800|Hydro|FiT|2015-12-01|2015-12-01|22.0%|18.3%|2018-06|1281.0|
3209|G02158NWSC|North Lothian|Scotland|500|On-shore wind|FiT|2014-12-08|2014-12-08|33.5%|23.9%|2018-03|1046.0|
3210|G01510HYSC|Achlain Hydro|Scotland|450|Hydro|FiT|2011-12-18|2011-12-18|35.2%|35.5%|2018-04|1401.0|
3211|G01613BWEN|Old Court AD Plant|England|249|Anaerobic Digestion|FiT|2014-12-11|2014-12-11|76.1%|61.7%|2018-05|1346.0|
3212|G01992NWSC|Pickerton Farm|Scotland|500|On-shore wind|FiT|2013-11-28|2013-11-28|31.3%|31.7%|2018-03|1387.0|
3213|G01571HYSC|Remony Burn|Scotland|499|Hydro|FiT|2013-05-29|2013-05-29|29.0%|27.3%|2018-05|1195.0|
3214|G02250NWEN|Tanners Hall|England|500|On-shore wind|FiT|2013-08-16|2013-08-10|36.9%|35.7%|2016-07|1567.0|
3215|G05096PVEN|Heleos (FIT)|England|1245|Photovoltaic|FiT|||11.9%|11.8%|2018-06|1292.0|
3216|G02795NWEN|Sheers Barton|England|500|On-shore wind|FiT|2015-08-12|2015-08-12|29.4%|30.5%|2018-06|1337.0|
3217|G02236NWEN|Back Lane Renewables Ltd.|England|500|On-shore wind|FiT|2013-06-21|2013-06-05|28.9%|22.4%|2018-05|983.0|
3218|R00499RJEN|Carlton Forest Generation - A|England|330|Landfill Gas|RO|2005-05-01|2005-05-01|44.7%|1.1%|2017-07|31.0|
3219|R00748RUEN|Box Road|England|1903|Photovoltaic|RO|2016-03-24|2016-03-24|10.8%|10.6%|2018-04|1774.0|2085.0
3220|G06287PVEN|Marksbury Solar Farm Resubmission|England|2340|Photovoltaic|FiT|2015-03-24|2015-03-24|11.4%|11.2%|2016-07|2299.0|
3221|G02036NWSC|BASSENDEANHILL|Scotland|500|On-shore wind|FiT|2014-03-06|2014-03-06|34.0%|33.6%|2018-06|1470.0|
3222|G02524NWEN|Commonside Farm 1|England|500|On-shore wind|FiT|2014-07-18|2014-07-18|28.8%|31.9%|2018-05|1396.0|
3223|G02587NWEN|Cattows Farm|England|500|On-shore wind|FiT|2014-11-05|2014-11-05|32.1%|30.6%|2018-03|1342.0|
3224|G02139NWSC|Crofthead Wind Turbine|Scotland|500|On-shore wind|FiT|2014-11-18|2014-11-18|32.5%|32.3%|2018-06|1414.0|
3225|R00093RJEN|Chester Road Landfill Site- A|England|300|Landfill Gas|RO|2002-04-01|1991-01-01|62.2%|50.4%|2018-05|728.0|606.0
3226|G02130NWSC|Craig Garbil|Scotland|500|On-shore wind|FiT|2014-11-28|2014-11-28|31.6%|24.2%|2018-03|1060.0|
3227|G02516NWEN|High Burnthwaite Farm|England|500|On-shore wind|FiT|2014-10-17|2014-10-17|30.1%|31.8%|2018-04|1391.0|
3228|G02727NWEN|PAArden|England|500|On-shore wind|FiT|2015-05-01|2015-05-01|27.2%|29.9%|2018-05|1310.0|
3229|R00608RUEN|Shoreham 1|England|1822|Photovoltaic|RO|2015-10-21|2015-10-21|10.3%|10.0%|2018-05|1590.0|1786.0
3230|G02607NWEN|Grange Farm (HSM)|England|500|On-shore wind|FiT|2014-11-21|2014-11-21|31.4%|33.6%|2018-05|1470.0|
3231|G01700HYSC|Easter Fearn|Scotland|498|Hydro|FiT|2015-05-15|2015-05-15|25.8%|31.0%|2018-03|1353.0|
3232|R00020RDEN|Coniston Hydro - (8/01/07)|England|315|Hydro|RO|2007-02-01|2007-02-01|47.6%|49.3%|2018-06|1361.0|1260.0
3233|G01105BWSC|J Rhind & Co|Scotland|200|Anaerobic Digestion|FiT|2015-08-25|2015-08-25|||2018-03|1199.0|
3234|G02881NWEN|Harworth Estates Lounge|England|500|On-shore wind|FiT|2015-11-24|2015-11-24|32.3%|34.4%|2018-06|1508.0|
3235|G02292NWSC|Loch Wood|Scotland|500|On-shore wind|FiT|2015-07-18|2015-07-18|29.4%|28.2%|2018-06|1235.0|
3236|G01419HYWA|Llafar Hydro|Wales|499|Hydro|FiT|2013-12-20|2013-12-20|31.0%|34.7%|2018-05|1515.0|
3237|G02312NWSC|Draffan Wind Turbine|Scotland|500|On-shore wind|FiT|2015-09-02|2015-09-02|31.2%|32.1%|2018-05|1406.0|
3238|G01582NWWA|Cefncynfal|Wales|500|On-shore wind|FiT|2015-12-16|2015-12-16|33.4%|35.1%|2018-06|1538.0|
3239|G00697BWWA|Sychtyn AD|Wales|249|Anaerobic Digestion|FiT|2015-09-18|2015-09-18|81.0%|82.7%|2018-03|1803.0|
3240|G02272NWEN|Ratherton Wind 500|England|500|On-shore wind|FiT|2013-10-16|2013-10-16|30.3%|29.9%|2018-03|1312.0|
3241|R00016SQSC|East Kilbride Wind Turbine - C,D|Scotland|605|On-shore wind|RO|2002-04-01|2001-03-01|22.8%|15.8%|2018-06|840.0|662.0
3242|G02422NWEN|Wortham Farm|England|500|On-shore wind|FiT|2014-03-26|2014-03-26|34.3%|35.3%|2018-05|1546.0|
3243|G01631NWWA|Infinite Ventures (Techboard) Limited|Wales|500|On-shore wind|FiT|2016-08-04|2016-08-04|32.5%|32.9%|2018-06|1439.0|
3244|G07378PVEN|NEXT Doncaster|England|2490|Photovoltaic|FiT|2016-03-06|2016-03-06|8.7%|7.5%|2018-04|1639.0|
3245|G01962NWSC|Brigton|Scotland|500|On-shore wind|FiT|2013-10-04|2013-10-04|29.0%|30.6%|2018-03|1342.0|
3246|G02880NWEN|Furzedown Farm|England|500|On-shore wind|FiT|2015-11-26|2015-11-26|31.8%|33.5%|2018-05|1469.0|
3247|R00509RJEN|Grunty Fen - A,C|England|660|Landfill Gas|RO|2005-06-01|2005-06-01|24.5%|11.5%|2014-11|332.0|327.0
3248|R00404RAEN|Eco Parley ORC Facility|England|739|Dedicated biomass|RO|2017-03-22|2017-03-22|||2018-04|1608.0|1666.0
3249|G05441PVEN|Soho Farm|England|1736|Photovoltaic|FiT|2014-06-02|2014-06-02|9.7%|9.3%|2018-06|1413.0|
3250|G02983NWEN|Sheep House Farm Wind Turbine|England|460|On-shore wind|FiT|2016-08-19|2016-08-19|36.2%|33.6%|2018-06|1356.0|
3251|G02372NWEN|High Down WTG|England|500|On-shore wind|FiT|2014-03-13|2014-03-13|34.4%|29.6%|2018-05|1297.0|
3252|G02858NWEN|Middle Farm Soldrop|England|500|On-shore wind|FiT|2015-11-04|2015-11-04|30.2%|33.8%|2018-05|1480.0|
3253|G02333NWEN|Crealy Cornwall W01|England|500|On-shore wind|FiT|2014-03-27|2014-03-27|33.2%|37.0%|2018-05|1623.0|
3254|G01414HYWA|Cadair Hydro (without grid restriction)|Wales|380|Hydro|FiT|2013-11-03|2013-11-03|46.5%|51.0%|2015-12|1698.0|
3255|G02508NWSC|Couplaw Farm 2|Scotland|500|On-shore wind|FiT|2016-09-23|2016-09-23|34.8%|34.5%|2018-05|1513.0|
3256|G01851HYSC|Ledcharrie Burn|Scotland|500|Hydro|FiT|2016-09-02|2016-09-02|33.9%|35.4%|2018-02|1552.0|
3257|G01867NWSC|Tanhill Wind Farm|Scotland|500|On-shore wind|FiT|2012-11-27|2012-10-16|29.8%|28.6%|2018-05|1255.0|
3258|G02374NWSC|East Drums wind turbine|Scotland|500|On-shore wind|FiT|2015-11-30|2015-11-30|||2017-03|1182.0|
3259|G02040NWEN|Burringham Wind Turbine|England|500|On-shore wind|FiT|2012-09-27|2012-09-26|28.9%|27.9%|2018-06|1222.0|
3260|G02433NWEN|Trendeal Energy Ltd.|England|500|On-shore wind|FiT|2014-03-28|2014-03-27|36.7%|37.2%|2015-10|1630.0|
3261|G02417NWEN|Commongate|England|500|On-shore wind|FiT|2014-03-25|2014-03-21|45.1%|44.0%|2016-09|1934.0|
3262|R00926RUEN|Somersal Mill Farm PV|England|2562|Photovoltaic|RO|2017-02-22|2015-12-30|9.5%|9.3%|2018-04|2088.0|1858.0
3263|G02742NWEN|Wholsea Grange|England|500|On-shore wind|FiT|2014-11-20|2014-11-20|30.8%|31.6%|2018-06|1383.0|
3264|G02066NWSC|Wellgreen turbine|Scotland|500|On-shore wind|FiT|2014-05-08|2014-05-08|35.2%|34.7%|2017-06|1521.0|
3265|G02173NWSC|Low Bowhill|Scotland|500|On-shore wind|FiT|2014-12-09|2014-12-09|31.9%|31.3%|2018-05|1370.0|
3266|G02556NWEN|Hill Farm Wind Turbine|England|500|On-shore wind|FiT|2014-09-26|2014-09-26|29.7%|29.9%|2018-05|1310.0|
3267|G02229NWEN|Northfield Farm EWT Wind Turbine|England|500|On-shore wind|FiT|2013-06-12|2013-06-12|27.4%|29.2%|2018-03|1278.0|
3268|R00352NQNI|SP0389|NI|270|On-shore wind|RO|2016-07-04|2016-07-04|56.2%|58.4%|2018-03|1381.0|5524.0
3269|G04518PVEN|KL Technologies|England|1336|Photovoltaic|FiT|2012-06-20|2012-06-20|12.0%|11.6%|2015-09|1352.0|
3270|G02670NWEN|Tarn Bank|England|500|On-shore wind|FiT|2014-12-18|2014-12-18|32.9%|32.6%|2018-06|1428.0|
3271|G02709NWEN|Murex Fursdon Ltd|England|500|On-shore wind|FiT|2015-03-26|2015-03-26|34.4%|33.6%|2018-06|1474.0|
3272|G02315NWSC|Low Lanrigg|Scotland|500|On-shore wind|FiT|2015-09-01|2015-09-01|30.5%|30.4%|2018-05|1332.0|
3273|G01734HYSC|Aberchalder Hydro Power Station|Scotland|499|Hydro|FiT|2015-10-30|2015-10-30|32.8%|35.2%|2018-05|1538.0|
3274|G02720NWEN|Harmony Energy Thorne|England|500|On-shore wind|FiT|2015-04-16|2015-04-16|27.6%|30.9%|2018-01|1352.0|
3275|R00034REEN|Back Barrow Hydro|England|396|Hydro|RO|2002-04-01|2000-11-01|34.1%|21.9%|2018-04|761.0|721.0
3276|G02951NWEN|Eastridge Energy Ltd Langland|England|500|On-shore wind|FiT|2016-06-23|2016-06-23|29.7%|30.2%|2018-06|1324.0|
3277|G02311NWSC|Southfield|Scotland|500|On-shore wind|FiT|2015-08-28|2015-08-28|30.2%|31.0%|2018-05|1358.0|
3278|G02750NWEN|Lindridge Hall Farm|England|500|On-shore wind|FiT|2015-06-04|2015-06-04|27.6%|30.3%|2018-03|1325.0|
3279|G07434PVEN|Pennington|England|1184|Photovoltaic|FiT|2016-03-27|2016-03-27|11.3%|11.5%|2018-06|1195.0|
3280|R00007NDNI|Shane's Castle Hydro|NI|214|Hydro|RO|2011-06-07|2011-05-26|62.1%|71.5%|2018-05|1340.0|3185.0
3281|R00175RUEN|Tredown Solar Farm|England|1435|Photovoltaic|RO|2013-08-27|2013-08-27|10.7%|9.4%|2018-03|1181.0|1890.0
3282|R00351RUEN|Fen Road Solar Farm|England|1441|Photovoltaic|RO|2014-07-28|2014-07-22|10.8%|10.6%|2018-05|1340.0|1373.0
3283|G02511NWEN|TAG Farming|England|500|On-shore wind|FiT|2014-07-18|2014-07-18|26.8%|34.1%|2018-05|1492.0|
3284|G02459NWEN|Braddocks Barn|England|500|On-shore wind|FiT|2014-04-29|2014-04-29|27.1%|28.7%|2018-04|1258.0|
3285|G01606BWEN|Fraddon Biogas Limited|England|249|Anaerobic Digestion|FiT|2014-12-03|2014-12-03|61.8%|65.4%|2018-03|1426.0|
3286|G02993NWEN|Bennet Bank WTG|England|500|On-shore wind|FiT|2016-09-07|2016-09-07|33.6%|33.4%|2018-06|1464.0|
3287|G02204NWSC|East Town|Scotland|500|On-shore wind|FiT|2014-12-18|2014-12-18|33.5%|35.1%|2018-05|1537.0|
3288|R00927RUEN|Snettisham|England|2693|Photovoltaic|RO|2017-03-24|2017-03-24|||2017-11|2311.0|2541.0
3289|R00646RJEN|Sugden End Energy|England|150|Landfill Gas|RO|2016-04-03|2015-01-29|86.9%|78.8%|2018-05|1036.0|179.0
3290|G02072NWSC|Yards Farm Limited|Scotland|500|On-shore wind|FiT|2014-06-06|2014-06-06|36.2%|36.7%|2016-09|1613.0|
3291|G02534NWEN|How End Farm|England|500|On-shore wind|FiT|2014-06-27|2014-06-27|30.3%|31.2%|2017-12|1365.0|
3292|G02095NWEN|Trethawle Farm|England|500|On-shore wind|FiT|2012-11-29|2012-11-29|29.0%|30.5%|2018-05|1337.0|
3293|G01894NWSC|Upper Haywood|Scotland|500|On-shore wind|FiT|2012-11-22|2012-11-22|33.2%|31.6%|2017-09|1385.0|
3294|G02466NWSC|Melrose|Scotland|500|On-shore wind|FiT|2016-08-08|2016-08-08|||2017-07|2303.0|
3295|G01573BWEN|Clapgate499|England|499|Anaerobic Digestion|FiT|2014-09-04|2014-09-04|31.1%|44.3%|2018-05|1936.0|
3296|G01803BWEN|Stokes Marsh Farm|England|500|Anaerobic Digestion|FiT|2016-09-12|2016-09-12|||2018-03|1151.0|
3297|G01551NWWA|Blaenau Depot Wind Turbine|Wales|500|On-shore wind|FiT|2015-07-24|2015-07-24|27.7%|28.8%|2018-06|1263.0|
3298|G01383HYEN|Logan Gill Hydro Station|England|495|Hydro|FiT|2010-06-25|2010-06-12|29.3%|30.7%|2018-05|1211.0|
3299|G02338NWSC|Newton of Culvie|Scotland|500|On-shore wind|FiT|2015-09-25|2015-09-25|45.5%|46.5%|2017-07|2035.0|
3300|G02349NWSC|Telstar turbine|Scotland|500|On-shore wind|FiT|2015-09-24|2015-09-24|30.6%|31.8%|2018-05|1394.0|
3301|R00363RUEN|Clann Farm|England|1489|Photovoltaic|RO|2014-11-04|2014-11-04|10.7%|10.6%|2018-04|1377.0|1713.0
3302|G02763NWEN|Wigsley Airfield|England|500|On-shore wind|FiT|2015-06-26|2015-06-26|27.5%|28.8%|2018-06|1261.0|
3303|G01517HYEN|Holme Lock Hydro|England|500|Hydro|FiT|2016-05-20|2016-05-20|45.8%|43.8%|2017-07|1919.0|
3304|G02610NWEN|Hasholme Grange|England|500|On-shore wind|FiT|2014-11-20|2014-11-20|29.7%|30.6%|2018-06|1340.0|
3305|G01385HYEN|Greenholme Mill|England|350|Hydro|FiT|2011-05-09|2011-05-09|37.5%|43.9%|2018-05|1347.0|
3306|G02922NWEN|Rotten Row|England|500|On-shore wind|FiT|2016-03-29|2016-03-29|38.7%|40.9%|2018-06|1791.0|
3307|G02144NWEN|Hasholme Hall|England|500|On-shore wind|FiT|2013-01-15|2013-01-15|29.6%|32.4%|2018-05|1420.0|
3308|G01469HYWA|Afon Gafr Hydro|Wales|350|Hydro|FiT|2015-12-09|2015-12-09|44.1%|46.0%|2018-03|1411.0|
3309|G01116BWSC|Peacehill Farm CHP|Scotland|250|Anaerobic Digestion|FiT|2016-01-26|2016-01-26|95.3%|95.0%|2017-09|2081.0|
3310|R00966RUEN|CarverHeyPV|England|2506|Photovoltaic|RO|2017-03-31|2017-03-31|10.3%|10.7%|2018-06|2339.0|1594.0
3311|G02503NWEN|Furrowland|England|500|On-shore wind|FiT|2014-07-08|2014-07-08|27.3%|28.2%|2018-05|1236.0|
3312|G00712BWWA|Grays Biogas|Wales|2000|Anaerobic Digestion|FiT|2016-06-23|2016-06-23|7.8%|26.6%|2018-06|4667.0|
3313|G02026NWSC|Ladyburn Energy Ltd|Scotland|500|On-shore wind|FiT|2014-01-11|2014-01-11|28.1%|22.5%|2018-03|984.0|
3314|G04625PVEN|Yeowood Solar Farm|England|1245|Photovoltaic|FiT|2012-07-27|2012-07-26|11.4%|10.8%|2018-04|1183.0|
3315|R00094RUWA|Corntown Solar Farm|Wales|2483|Photovoltaic|RO|2017-03-30|2017-03-30|10.4%|10.5%|2018-04|2286.0|2449.0
3316|G02083NWSC|M74 Harbro Feedmill|Scotland|500|On-shore wind|FiT|2014-07-18|2014-07-18|28.0%|11.5%|2018-05|502.0|
3317|R00176RRWA|Swansea Bay WWTW CHP|Wales|580|Sewage Gas|RO|2008-04-18|2008-04-18|24.4%|19.8%|2015-07|1006.0|1006.0
3318|G02041NWSC|Kinneff Wind|Scotland|500|On-shore wind|FiT|2014-03-10|2014-03-10|28.8%|27.9%|2018-03|1221.0|
3319|G01746HYSC|Allt Phocaichain Hydro|Scotland|500|Hydro|FiT|2015-12-16|2015-12-16|34.8%|42.9%|2018-06|1880.0|
3320|G02829NWEN|East Balsdon Wind Turbine 1|England|500|On-shore wind|FiT|2015-08-13|2015-08-13|32.7%|38.4%|2018-03|1682.0|
3321|R00458NQNI|First Wind 1038|NI|250|On-shore wind|RO|2015-05-09|2015-05-09|52.1%|56.6%|2018-05|1240.0|4289.0
3322|G01877HYSC|Abhainn Srath Chrombaill Upper|Scotland|500|Hydro|FiT|2016-12-20|2016-12-20|41.5%|41.9%|2018-02|1834.0|
3323|G02019NWSC|Foulis|Scotland|500|On-shore wind|FiT|2014-01-21|2014-01-21|30.4%|29.5%|2018-06|1292.0|
3324|G02418NWEN|Lifton EWT|England|500|On-shore wind|FiT|2014-03-31|2014-03-31|25.9%|25.1%|2018-06|1097.0|
3325|G02033NWEN|Watson Haynes Turbine Partnership|England|500|On-shore wind|FiT|2012-11-14|2012-09-22|28.0%|28.2%|2018-03|1237.0|
3326|G01527BWEN|Hill Farm Anaerobic Digestion Plant|England|250|Anaerobic Digestion|FiT|2014-06-11|2014-06-11|68.8%|56.8%|2018-04|1244.0|
3327|G01501HYWA|Dudodyn Hydro|Wales|400|Hydro|FiT|2016-09-05|2016-09-05|41.5%|42.7%|2018-03|1496.0|
3328|R00598RJEN|Warmwell Power Plant|England|463|Landfill Gas|RO|2010-04-15|2010-04-15|28.6%|5.3%|2018-04|214.0|166.0
3329|G02538NWEN|RSJ3 Energy Ltd|England|330|On-shore wind|FiT|2014-08-08|2014-08-08|41.8%|41.4%|2018-06|1196.0|
3330|G01745HYSC|Allt Luaidhe Hydro|Scotland|500|Hydro|FiT|2015-12-17|2015-12-17|29.0%|34.8%|2018-05|1526.0|
3331|G01861BWEN|Stragglethorpe 998kW|England|998|Anaerobic Digestion|FiT|2015-12-21|2015-12-21|||2016-10|1111.0|
3332|G02860NWEN|Reynolds Weldon Wind Turbine|England|500|On-shore wind|FiT|2015-10-28|2015-10-23|28.9%|31.9%|2018-05|1399.0|
3333|G02539NWSC|Hermia Wind|Scotland|500|On-shore wind|FiT|2016-11-16|2016-11-16|36.0%|35.5%|2018-03|1556.0|
3334|G02967NWEN|Roberts Turbine|England|500|On-shore wind|FiT|2016-07-22|2016-07-22|28.8%|32.0%|2018-05|1402.0|
3335|G04263PVEN|Crossness Sewage Treatment Works.|England|1504|Photovoltaic|FiT|2011-07-27|2011-07-27|9.8%|9.1%|2017-01|1203.0|
3336|G02890NWEN|Westwood Farm Energy Ltd|England|500|On-shore wind|FiT|2015-12-11|2015-12-11|30.1%|33.6%|2018-05|1472.0|
3337|G05661PVEN|Hopton PV|England|1300|Photovoltaic|FiT|2014-07-25|2014-07-25|10.8%|11.4%|2017-03|1300.0|
3338|G02765NWEN|Shafton Turbine|England|500|On-shore wind|FiT|2015-06-26|2015-06-26|26.4%|29.1%|2018-05|1273.0|
3339|R00609NQNI|SP0433|NI|250|On-shore wind|RO|2017-05-26|2017-05-26|||2018-03|1100.0|4400.0
3340|R00029RJEN|Pennyhill - A|England|650|Landfill Gas|RO|2002-04-01|1992-04-01|23.9%|6.1%|2018-04|177.0|158.0
3341|G02329NWEN|Papillon Turbine|England|500|On-shore wind|FiT|2014-02-21|2014-02-21|30.8%|31.7%|2018-05|1387.0|
3342|G02078NWEN|Manton|England|500|On-shore wind|FiT|2012-11-01|2012-10-30|27.3%|26.7%|2018-06|1168.0|
3343|G02319NWEN|Carters Plantation|England|500|On-shore wind|FiT|2013-11-26|2013-11-25|27.1%|30.9%|2018-03|1355.0|
3344|G01738HYSC|Srondoire Hydro Scheme|Scotland|500|Hydro|FiT|2015-10-28|2015-10-28|27.5%|33.0%|2018-05|1443.0|
3345|R00442RUEN|Waltham Point Sainsburys DC|England|2091|Photovoltaic|RO|2015-02-05|2014-11-17|7.4%|6.4%|2018-06|1168.0|780.0
3346|G02989NWEN|Tetcott 3|England|500|On-shore wind|FiT|2016-09-15|2016-09-15|32.6%|33.1%|2018-05|1450.0|
3347|G02504NWSC|Hazelside Farm 500|Scotland|500|On-shore wind|FiT|2016-09-16|2016-09-16|33.8%|36.8%|2018-04|1613.0|
3348|G03000NWEN|LHF wind turbine|England|500|On-shore wind|FiT|2016-09-22|2016-09-22|32.5%|33.0%|2018-06|1445.0|
3349|G01818HYSC|Pitcastle|Scotland|250|Hydro|FiT|2016-07-29|2016-07-29|60.1%|60.9%|2018-03|1333.0|
3350|R00495RAEN|Winchester Biomass CHP|England|420|Dedicated biomass|RO|2017-03-31|2017-03-31|31.0%|32.7%|2018-05|1203.0|1360.0
3351|G01737HYSC|Easter Alltbeithe Hydro Scheme|Scotland|500|Hydro|FiT|2015-10-30|2015-10-30|28.5%|33.3%|2018-05|1458.0|
3352|R00122RUEN|Ellicombe Farm|England|1326|Photovoltaic|RO|2013-03-28|2013-03-28|11.2%|10.2%|2018-04|1181.0|2131.0
