|id|generator_name|country|ic_kw|technology|subsidy|accreditation|commissioned|rlf|alf|latest_data|latest_mwh_p_a|latest_rocs_p_a
2976|G02841NWEN|Little Tinney Wind Turbine 2|England|500|On-shore wind|FiT|2015-08-13|2015-08-13|36.1%|36.8%|2018-03|1612.0|
2977|G01095BWSC|Eastdenside Generating Station|Scotland|249|Anaerobic Digestion|FiT|2014-11-12|2014-11-12|78.8%|87.0%|2018-03|1898.0|
2978|G02924NWEN|RSPB Wind Park Ltd|England|810|On-shore wind|FiT|2016-02-25|2016-02-25|21.4%|22.7%|2018-06|1612.0|
2979|R00414RUEN|New Kaine Solar Farm|England|1875|Photovoltaic|RO|2015-03-19|2015-03-19|11.8%|11.6%|2018-05|1906.0|1999.0
2980|G01403HYEN|Low Wood Hydro|England|500|Hydro|FiT|2011-11-02|2011-11-02|38.5%|19.8%|2017-03|866.0|
2981|R00203RJEN|Red Moss Electricity Project|England|626|Landfill Gas|RO|2002-04-01|2000-12-01|27.4%|12.7%|2010-11|697.0|697.0
2982|G02802NWEN|OGP1|England|500|On-shore wind|FiT|2015-08-28|2015-08-28|37.0%|39.0%|2018-06|1709.0|
2983|R00074RUEN|Craymarsh Solar Farm|England|1816|Photovoltaic|RO|2013-02-19|2013-02-07|10.9%|10.2%|2018-04|1618.0|2925.0
2984|G02047NWSC|Easter Glentore|Scotland|500|On-shore wind|FiT|2014-03-17|2014-03-17|42.5%|43.2%|2018-06|1891.0|
2985|R00217RJEN|Odcombe - A|England|660|Landfill Gas|RO|2003-04-01|2003-04-01|28.1%|16.5%|2008-12|954.0|954.0
2986|G01407NWWA|Infinite Ventures (Crican) Limited|Wales|500|On-shore wind|FiT|2012-11-28|2012-11-23|36.7%|39.8%|2018-06|1745.0|
2987|G02800NWEN|RSJ2 Energy Limited|England|500|On-shore wind|FiT|2015-08-24|2015-08-24|36.3%|39.4%|2018-04|1724.0|
2988|G02317NWEN|Gearns Farm|England|500|On-shore wind|FiT|2013-11-19|2013-11-19|37.7%|39.7%|2018-04|1737.0|
2989|G02621NWEN|Murex Babbington|England|500|On-shore wind|FiT|2014-12-03|2014-12-03|38.9%|38.2%|2018-06|1674.0|
2990|R00011RAWA|Tesco Cefn Mawr 6450|Wales|300|Dedicated biomass|RO|2012-10-15|2012-03-01|59.5%|65.3%|2018-03|1718.0|3435.0
2991|G04342PVEN|Westcott Solar Park|England|1670|Photovoltaic|FiT|2011-06-29|2011-06-29|11.5%|11.2%|2018-03|1644.0|
2992|G02588NWEN|Alscott Farm WT|England|500|On-shore wind|FiT|2014-11-07|2014-11-07|37.9%|39.2%|2018-05|1715.0|
2993|R00117RAEN|Smerrill Generating Station|England|300|Anaerobic Digestion|RO|2008-08-22|2008-08-22|59.9%|79.3%|2018-06|2083.0|3056.0
2994|G01780HYSC|Allt a' Chamabhreac Hydro Scheme|Scotland|1200|Hydro|FiT|2016-01-22|2016-01-22|18.8%|18.8%|2018-03|1974.0|
2995|R00114RREN|Southern Water Queenborough CHP - D|England|360|Sewage Gas|RO|2004-04-01|2004-04-01|46.1%|59.9%|2018-04|1890.0|1729.0
2996|G02537NWEN|Vaglefield|England|500|On-shore wind|FiT|2014-09-02|2014-09-02|36.4%|36.2%|2018-06|1586.0|
2997|G02851NWEN|M & G Energy Ltd - Ollerton Road|England|500|On-shore wind|FiT|2015-09-30|2015-09-30|37.8%|41.4%|2018-03|1814.0|
2998|G02984NWEN|Bocaddon WT|England|500|On-shore wind|FiT|2016-08-24|2016-08-24|38.1%|37.8%|2018-06|1654.0|
2999|G04328PVEN|Hendra Holiday Park Array|England|1465|Photovoltaic|FiT|2011-07-09|2011-07-09|12.3%|11.4%|2018-05|1464.0|
3000|G01797BWEN|BAR AD Plant|England|497|Anaerobic Digestion|FiT|2016-09-21|2016-09-21|46.2%|50.3%|2018-03|2188.0|
3001|R00152RJEN|Ravenhead Landfill Site|England|980|Landfill Gas|RO|2002-04-01|1990-01-01|17.1%|11.7%|2010-12|1001.0|1001.0
3002|G01800NWSC|Dykehead Farm|Scotland|500|On-shore wind|FiT|2012-10-01|2012-10-01|36.2%|33.8%|2018-06|1479.0|
3003|R00316RUEN|Stantway Solar Farm|England|1809|Photovoltaic|RO|2014-03-29|2014-03-29|11.3%|11.5%|2018-06|1825.0|1817.0
3004|R00012SDSC|Cauldron Linn|Scotland|436|Hydro|RO|2002-04-01|1993-06-01|37.5%|38.2%|2018-04|1458.0|1359.0
3005|G01564NWWA|Hill Fm Wind Turbine|Wales|500|On-shore wind|FiT|2015-09-11|2015-09-11|37.3%|38.4%|2018-03|1683.0|
3006|G01622BWEN|Brunstead AD|England|200|Anaerobic Digestion|FiT|2014-12-14|2014-12-14|93.2%|96.5%|2018-06|1691.0|
3007|G02686NWEN|Foundry Way|England|500|On-shore wind|FiT|2015-02-13|2014-12-12|41.4%|45.6%|2018-05|1997.0|
3008|G02486NWSC|Donaldson's Field|Scotland|500|On-shore wind|FiT|2016-09-02|2016-09-02|40.5%|42.2%|2018-04|1849.0|
3009|G02780NWEN|WhiteHouse|England|500|On-shore wind|FiT|2015-07-22|2015-07-22|35.0%|38.5%|2018-05|1686.0|
3010|G01726HYSC|Carie Hydropower|Scotland|500|Hydro|FiT|2015-10-06|2015-10-06|36.9%|39.4%|2018-05|1724.0|
3011|G05659PVEN|Wolseley UK Leamington Spa PV|England|2015|Photovoltaic|FiT|2014-07-23|2014-03-06|9.1%|7.3%|2018-03|1285.0|
3012|G02367NWSC|Inverquhomery Farm|Scotland|500|On-shore wind|FiT|2015-10-29|2015-10-29|39.3%|40.8%|2018-05|1789.0|
3013|G02365NWSC|Mains of Bridgeton|Scotland|500|On-shore wind|FiT|2015-12-07|2015-12-07|40.1%|42.3%|2018-03|1852.0|
3014|G02450NWSC|Ardconnon Wind Turbine|Scotland|500|On-shore wind|FiT|2016-07-08|2016-07-08|38.3%|40.9%|2018-03|1793.0|
3015|G02513NWEN|Collacott|England|500|On-shore wind|FiT|2014-06-17|2014-06-17|34.5%|33.9%|2018-06|1486.0|
3016|G01511HYSC|Balnacarn|Scotland|700|Hydro|FiT|2012-03-01|2012-03-01|27.1%|26.3%|2018-04|1615.0|
3017|G01111BWSC|Genoch Mains Anaerobic Digestion|Scotland|250|Anaerobic Digestion|FiT|2014-12-12|2014-12-12|51.7%|61.3%|2018-03|1342.0|
3018|G06508PVEN|Birch Solar Farm CIC|England|1697|Photovoltaic|FiT|2015-06-29|2015-06-29|11.3%|10.3%|2018-04|1526.0|
3019|G02548NWEN|OPRE|England|500|On-shore wind|FiT|2014-09-16|2014-09-16|35.9%|36.2%|2018-06|1584.0|
3020|G02713NWEN|Rye Hill|England|500|On-shore wind|FiT|2015-03-30|2015-03-30|31.7%|34.3%|2018-05|1502.0|
3021|R00234RAEN|Cobden Street AD ROC - Salford|England|2126|Anaerobic Digestion|RO|2012-02-01|2011-02-01|10.2%|1.0%|2016-08|177.0|281.0
3022|G01661NWWA|Pen y Fan Wind Turbine|Wales|1500|On-shore wind|FiT|2017-01-21|2017-01-21|19.0%|18.2%|2018-06|2387.0|
3023|G02252NWSC|Bellstane Wind Farm|Scotland|500|On-shore wind|FiT|2015-03-31|2015-03-31|32.4%|33.3%|2018-05|1458.0|
3024|R00163RAEN|Isle of Wight RDF Power Plant|England|2550|Advanced Gasification|RO|2010-03-11|2009-02-25|7.8%|6.3%|2015-10|1417.0|2687.0
3025|R00486RJEN|Taddington Generation -A,C|England|330|Landfill Gas|RO|2004-12-01|2004-12-01|51.5%|15.7%|2018-04|455.0|411.0
3026|R00013NJNI|Culmore Landfill Gas|NI|635|Landfill Gas|RO|2015-03-26|2015-03-26|50.2%|53.3%|2016-09|2974.0|2695.0
3027|R00032RREN|Aylesbury STW - A|England|340|Sewage Gas|RO|2002-04-01|1992-04-01|47.5%|61.3%|2018-04|1825.0|1698.0
3028|G02779NWEN|T H Caley & Sons Ltd|England|500|On-shore wind|FiT|2015-07-23|2015-07-23|34.0%|38.6%|2018-05|1689.0|
3029|G06786PVEN|Glebe Farm CEGMPV|England|1997|Photovoltaic|FiT|2015-09-25|2015-09-25|11.0%|11.2%|2018-05|1959.0|
3030|G02834NWEN|Al Power|England|500|On-shore wind|FiT|2015-09-23|2015-09-23|35.7%|39.4%|2018-05|1725.0|
3031|R00832RUEN|Ingarsby Lane Solar. ROC|England|2345|Photovoltaic|RO|2016-03-31|2016-03-31|10.6%|11.0%|2018-06|2263.0|1558.0
3032|G01436NWWA|MREL Dowlais Top Wind Turbine|Wales|500|On-shore wind|FiT|2013-12-13|2013-12-13|37.1%|37.5%|2018-05|1641.0|
3033|G01496NWWA|AJ Recycling Wind Turbine|Wales|500|On-shore wind|FiT|2014-11-28|2014-11-28|37.7%|39.5%|2018-05|1730.0|
3034|G01621HYSC|Kintarbert A (preliminary application for the same installation pending under Ki|Scotland|998|Hydro|FiT|2014-03-05|2014-02-28|20.6%|29.2%|2018-03|2549.0|
3035|G02844NWEN|Ashfield Farm T1|England|500|On-shore wind|FiT|2015-09-25|2015-09-25|36.0%|37.4%|2018-03|1636.0|
3036|G01505NWWA|Rhydgoch Wind Turbine|Wales|500|On-shore wind|FiT|2014-12-09|2014-12-09|37.1%|37.2%|2018-06|1628.0|
3037|G02836NWEN|CASE NRG|England|500|On-shore wind|FiT|2015-09-23|2015-09-23|35.3%|37.9%|2018-06|1661.0|
3038|G01431NWWA|Melin Wynt Cambwll|Wales|500|On-shore wind|FiT|2013-12-15|2013-12-15|36.2%|37.8%|2018-05|1656.0|
3039|G02353NWSC|Meikle Camaloun Wind Turbine|Scotland|500|On-shore wind|FiT|2015-09-24|2015-09-24|36.2%|38.8%|2018-03|1700.0|
3040|G02337NWSC|Mains of Kinmuck|Scotland|500|On-shore wind|FiT|2015-09-24|2015-09-24|36.8%|37.6%|2018-06|1646.0|
3041|R00225RREN|Wargrave STW CHP 2015|England|633|Sewage Gas|RO|2017-01-13|2017-01-13|44.5%|44.4%|2018-04|2461.0|1137.0
3042|G01634HYSC|Allt Mheil Hydro Scheme|Scotland|500|Hydro|FiT|2014-05-14|2014-05-14|33.8%|40.3%|2018-05|1766.0|
3043|R00989RUEN|Common Farm Commercial Solar|England|3364|Photovoltaic|RO|2017-03-31|2017-03-31|9.0%|9.1%|2018-05|2681.0|2235.0
3044|G01655BWEN|PH AD|England|220|Anaerobic Digestion|FiT|2015-06-17|2015-06-17|92.7%|96.2%|2018-03|1853.0|
3045|R00106RREN|Old Whittington WWTC - A C D|England|612|Sewage Gas|RO|2003-10-01|1993-02-01|30.6%|50.5%|2018-03|2707.0|2033.0
3046|G02203NWSC|Airdrie|Scotland|500|On-shore wind|FiT|2014-12-18|2014-12-18|38.8%|43.6%|2018-04|1912.0|
3047|G02326NWSC|Newton of Edingight|Scotland|500|On-shore wind|FiT|2015-09-14|2015-09-14|36.5%|37.1%|2018-05|1624.0|
3048|G01900NWSC|Haspielaw|Scotland|500|On-shore wind|FiT|2013-01-10|2013-01-10|37.5%|32.4%|2018-06|1421.0|
3049|G02209NWSC|High Mathernock|Scotland|500|On-shore wind|FiT|2014-12-21|2014-12-21|37.2%|37.7%|2018-06|1653.0|
3050|G02613NWEN|Cottage Farm|England|500|On-shore wind|FiT|2014-11-21|2014-11-21|36.1%|38.4%|2018-04|1683.0|
3051|R00108NANI|Ballytyrone500|NI|500|Anaerobic Digestion|RO|2017-03-20|2017-03-20|64.7%|67.3%|2018-05|2948.0|9259.0
3052|G01800HYSC|River Arkaig Hydro|Scotland|498|Hydro|FiT|2016-07-01|2016-07-01|41.0%|40.5%|2018-05|1768.0|
3053|G02324NWSC|Wairds of Alpity|Scotland|500|On-shore wind|FiT|2015-09-10|2015-09-10|36.3%|36.9%|2018-05|1618.0|
3054|G01884NWEN|Unity|England|810|On-shore wind|FiT|2011-04-11|2011-04-01|19.8%|14.1%|2018-04|1002.0|
3055|G01651HYSC|Buckny Hydro|Scotland|500|Hydro|FiT|2014-10-18|2014-10-18|33.8%|27.9%|2018-03|1224.0|
3056|G02625NWEN|Bottonnett|England|500|On-shore wind|FiT|2014-12-08|2014-12-08|36.5%|37.4%|2018-05|1639.0|
3057|G01663HYSC|Achnasheen Hydro Scheme|Scotland|812|Hydro|FiT|2014-11-24|2014-11-24|22.2%|22.6%|2018-06|1611.0|
3058|G02439NWSC|Henderston|Scotland|500|On-shore wind|FiT|2016-06-24|2016-06-24|35.0%|39.1%|2018-05|1714.0|
3059|G02522NWEN|Durpley|England|500|On-shore wind|FiT|2014-08-08|2014-08-08|34.4%|33.8%|2018-06|1480.0|
3060|G01743HYSC|Allt Cheanna Mhuir|Scotland|500|Hydro|FiT|2015-12-03|2015-12-03|40.8%|48.9%|2018-05|2143.0|
3061|G02971NWEN|Tregony|England|500|On-shore wind|FiT|2016-07-28|2016-07-28|36.3%|38.0%|2018-05|1666.0|
3062|R00638RJEN|Highfields South Landfill Gas|England|657|Landfill Gas|RO|2012-09-27|2012-09-27|26.4%|31.3%|2018-05|1800.0|430.0
3063|G02176NWSC|West Crichie|Scotland|500|On-shore wind|FiT|2014-12-16|2014-12-16|39.7%|41.3%|2018-04|1807.0|
3064|G02778NWEN|Gaverigan Manor Wind Turbine|England|500|On-shore wind|FiT|2015-07-17|2015-07-17|32.6%|35.4%|2018-05|1549.0|
3065|G01796NWSC|Luing Wind Generating Station|Scotland|600|On-shore wind|FiT|2012-11-24|2012-11-24|32.6%|36.0%|2018-05|1893.0|
3066|G02226NWSC|AGR Pitcairlie|Scotland|500|On-shore wind|FiT|2015-03-10|2015-03-10|40.2%|42.9%|2018-05|1880.0|
3067|G01984NWSC|Nether Carswell|Scotland|500|On-shore wind|FiT|2013-10-03|2013-10-03|38.4%|36.9%|2017-09|1618.0|
3068|G02835NWEN|langford turbine|England|500|On-shore wind|FiT|2015-09-24|2015-09-24|34.4%|37.3%|2018-06|1635.0|
3069|R00133SESC|Roshven|Scotland|500|Hydro|RO|2008-12-11|2008-12-11|33.3%|36.6%|2018-04|1602.0|1468.0
3070|R00546RUEN|Foxburrow Farm|England|8168|Photovoltaic|RO|2015-03-30|2015-03-18|2.7%|4.1%|2018-04|2962.0|3826.0
3071|R00109RREN|Woodhouse WWTW - A, C, D|England|500|Sewage Gas|RO|2003-12-01|1989-11-01|37.3%|56.3%|2018-04|2465.0|1875.0
3072|R00007REWA|Ffestiniog|Wales|760|Hydro|RO|2002-04-01|1998-05-01|20.5%|19.0%|2018-04|1250.0|1184.0
3073|G06332PVEN|Moorhouse1|England|1830|Photovoltaic|FiT|2015-04-01|2015-04-01|11.6%|11.3%|2016-07|1818.0|
3074|G02068NWSC|Barran Caltum E33 Wind Turbine|Scotland|1200|On-shore wind|FiT|2014-06-06|2014-06-06|16.7%|16.3%|2018-03|1715.0|
3075|G02342NWSC|Beverkae|Scotland|500|On-shore wind|FiT|2015-09-21|2015-09-21|35.9%|35.8%|2018-06|1570.0|
3076|G01504NWWA|G2 ENERGY SIROCCO|Wales|500|On-shore wind|FiT|2014-12-04|2014-12-04|36.7%|37.0%|2018-03|1620.0|
3077|G02991NWEN|Heysham Port|England|500|On-shore wind|FiT|2016-08-26|2016-08-26|42.0%|43.2%|2018-06|1892.0|
3078|G01784HYSC|H'Airigh Hydro Scheme|Scotland|500|Hydro|FiT|2016-01-13|2016-01-13|44.5%|48.0%|2018-05|2102.0|
3079|R00087SASC|Camieston Biogas|Scotland|499|Anaerobic Digestion|RO|2017-10-11|2017-10-11|||2018-03|1358.0|1788.0
3080|R00004SDSC|Eliock Hydro Electric Station - A|Scotland|560|Hydro|RO|2002-04-01|1995-02-01|27.3%|33.2%|2018-05|1627.0|1467.0
3081|R00037RREN|Basingstoke STW - A,D,E|England|560|Sewage Gas|RO|2002-04-01|1993-06-01|25.6%|39.8%|2017-05|1954.0|1954.0
3082|R00009NENI|Randalstown Hydro - A|NI|535|Hydro|RO|2005-04-01|1998-09-01|28.6%|30.7%|2018-03|1440.0|1440.0
3083|G01503NWWA|G2 Energy Bora|Wales|500|On-shore wind|FiT|2014-12-04|2014-12-04|35.7%|37.1%|2018-05|1627.0|
3084|G02113NWEN|Melbur Renewables Limited|England|500|On-shore wind|FiT|2012-11-20|2012-11-16|34.4%|30.1%|2018-05|1316.0|
3085|G02808NWEN|LCH Renewables|England|500|On-shore wind|FiT|2015-09-09|2015-09-09|34.7%|36.9%|2018-05|1614.0|
3086|G01541NWWA|Infinite Investments (Wales) Limited|Wales|500|On-shore wind|FiT|2015-06-19|2015-06-19|35.6%|36.1%|2017-12|1582.0|
3087|G01752BWEN|Quarrington AD|England|500|Anaerobic Digestion|FiT|2015-12-14|2015-12-14|51.1%|33.5%|2017-12|1467.0|
3088|G02005NWSC|Neilstonside|Scotland|500|On-shore wind|FiT|2013-12-13|2013-12-13|39.8%|39.7%|2017-09|1740.0|
3089|G02166NWSC|Mosshall Farm|Scotland|500|On-shore wind|FiT|2014-12-09|2014-12-09|35.5%|35.4%|2018-06|1549.0|
3090|G02248NWSC|Cleughead1|Scotland|500|On-shore wind|FiT|2015-03-30|2015-03-30|40.1%|41.4%|2018-04|1813.0|
3091|G02523NWSC|Craigthornhill|Scotland|500|On-shore wind|FiT|2016-09-27|2016-09-27|42.6%|43.5%|2018-05|1906.0|
3092|G02839NWEN|Simonswood|England|500|On-shore wind|FiT|2015-09-24|2015-09-24|35.4%|37.8%|2018-06|1655.0|
3093|R00459RJEN|Chapmans Well Landfill Site|England|400|Landfill Gas|RO|2004-03-01|2004-03-01|40.3%|12.6%|2012-06|441.0|432.0
3094|R00701RUEN|Wymeswold Solar PV Farm|England|2128|Photovoltaic|RO|2016-03-15|2016-03-15|10.5%|10.8%|2018-05|2007.0|1916.0
3095|R00068SDSC|Glen Forslan Hydro Station|Scotland|510|Hydro|FiT|2009-09-09|2009-09-09|32.7%|38.7%|2018-05|1730.0|
3096|G07069PVEN|Severn Road Solar Park|England|1797|Photovoltaic|FiT|2015-12-22|2015-12-22|12.2%|11.1%|2018-04|1748.0|
3097|R00039NQNI|Balloo Wood Wind Turbine|NI|850|On-shore wind|RO|2009-01-20|2008-07-28|19.4%|18.7%|2018-04|1391.0|1216.0
3098|G01794BWEN|Lested Farm AD CHP 2|England|249|Anaerobic Digestion|FiT|2016-09-15|2016-09-15|88.7%|97.9%|2018-06|2136.0|
3099|G01948NWEN|Kirkburn Grange|England|500|On-shore wind|FiT|2012-03-27|2012-03-27|35.3%|38.5%|2018-05|1685.0|
3100|G02108NWSC|KIRKTON|Scotland|500|On-shore wind|FiT|2014-09-05|2014-09-05|33.3%|29.9%|2018-06|1309.0|
3101|G02472NWSC|Wheedlemont Farm - Rhynie|Scotland|500|On-shore wind|FiT|2016-08-15|2016-08-15|37.3%|39.4%|2018-03|1726.0|
3102|G01669HYSC|Cashel Hydro|Scotland|499|Hydro|FiT|2014-11-26|2014-11-26|36.1%|36.5%|2018-04|1594.0|
3103|G02273NWEN|Thorne Farm|England|500|On-shore wind|FiT|2013-09-19|2013-09-19|33.2%|33.2%|2018-03|1453.0|
3104|R00150RAEN|Ramsey 5292|England|300|Dedicated biomass|RO|2010-02-15|2010-02-15|56.6%|34.2%|2018-04|900.0|1667.0
3105|G01725HYSC|Allt Utha Hydro|Scotland|500|Hydro|FiT|2015-10-22|2015-10-22|35.9%|36.0%|2018-06|1576.0|
3106|R00936RUEN|Sharland Farm|England|2771|Photovoltaic|RO|2017-03-06|2017-03-04|10.3%|10.4%|2018-05|2528.0|2241.0
3107|G02754NWEN|YTF Wind Turbine|England|500|On-shore wind|FiT|2015-06-17|2015-06-17|31.5%|33.4%|2018-06|1461.0|
3108|G02875NWEN|Barlborough Wind Energy Scheme|England|810|On-shore wind|FiT|2015-12-11|2015-12-11|22.4%|25.2%|2018-05|1787.0|
3109|G01695BWEN|Piper Farms Energy|England|499|Anaerobic Digestion|FiT|2015-09-25|2015-09-25|42.1%|13.5%|2018-05|590.0|
3110|G02488NWEN|Arglam Renewables|England|500|On-shore wind|FiT|2014-06-18|2014-06-18|31.4%|33.3%|2018-05|1459.0|
3111|G04283PVEN|Nima Power|England|1420|Photovoltaic|FiT|2011-07-07|2011-07-06|11.4%|10.4%|2018-03|1297.0|
3112|G02668NWEN|East Town End|England|500|On-shore wind|FiT|2014-12-18|2014-12-18|35.7%|35.8%|2018-06|1566.0|
3113|G01870HYSC|Kendrum Burn Hydro Power Station|Scotland|750|Hydro|FiT|2016-12-15|2016-12-15|31.7%|33.6%|2018-05|2208.0|
3114|G02624NWEN|Blacktoft Nursery|England|500|On-shore wind|FiT|2014-12-01|2014-12-01|38.8%|39.6%|2017-11|1735.0|
3115|G02069NWSC|Cruivie|Scotland|500|On-shore wind|FiT|2014-05-31|2014-05-31|31.6%|31.0%|2018-06|1356.0|
3116|G02637NWEN|Elm Tree Farm (Brigham)|England|500|On-shore wind|FiT|2014-12-12|2014-12-12|35.3%|37.5%|2018-05|1642.0|
3117|G02817NWEN|AGR Prospect House|England|500|On-shore wind|FiT|2015-09-17|2015-09-17|35.0%|36.4%|2018-05|1595.0|
3118|G04966PVEN|Blatchworthy Solar Farm|England|1412|Photovoltaic|FiT|2013-04-30|2013-04-30|10.9%|10.4%|2018-04|1285.0|
3119|G01797HYSC|Allt an Inbhir (Fassfern)|Scotland|500|Hydro|FiT|2016-05-23|2016-05-23|34.0%|37.7%|2018-02|1650.0|
3120|G01597NWWA|Bryn Ffynnon|Wales|500|On-shore wind|FiT|2016-02-22|2016-02-22|47.2%|53.0%|2018-01|2323.0|
3121|G02667NWEN|Cheswold Ltd|England|500|On-shore wind|FiT|2014-12-11|2014-12-11|35.5%|38.9%|2018-05|1702.0|
3122|G01959NWEN|COT Project Carlton wind turbine|England|500|On-shore wind|FiT|2012-04-05|2012-04-03|30.3%|29.6%|2018-05|1295.0|
3123|R00137RUEN|Kia Ora Solar Farm|England|1799|Photovoltaic|RO|2013-03-27|2013-03-27|9.8%|10.7%|2018-04|1684.0|3034.0
3124|G01747HYSC|Pitmain Hydro 1|Scotland|601|Hydro|FiT|2015-11-11|2015-11-11|31.2%|24.6%|2018-05|1296.0|
3125|G02122NWEN|Combs Farm|England|500|On-shore wind|FiT|2012-11-26|2012-11-26|33.1%|33.4%|2018-06|1463.0|
3126|G02594NWEN|Greenhouse Durham|England|500|On-shore wind|FiT|2014-09-30|2014-09-30|32.5%|34.9%|2018-05|1529.0|
3127|G01793BWEN|Lested Farm AD CHP 1|England|249|Anaerobic Digestion|FiT|2016-09-15|2016-09-15|82.8%|91.1%|2018-06|1986.0|
3128|G02462NWSC|Millplough Aug16|Scotland|500|On-shore wind|FiT|2016-08-01|2016-08-01|37.4%|40.4%|2018-06|1769.0|
3129|R00025REWA|Garnedd Hydro Power Station - A|Wales|560|Hydro|RO|2002-04-01|1991-01-01|26.5%|34.1%|2018-03|1671.0|1671.0
3130|G01491NWWA|Newlands Wind Turbine|Wales|500|On-shore wind|FiT|2014-10-23|2014-10-23|33.8%|34.0%|2018-05|1491.0|
3131|G01132BWSC|Girvan Mains|Scotland|250|Anaerobic Digestion|FiT|2016-08-10|2016-08-10|77.4%|91.9%|2018-03|2013.0|
3132|G01500HYSC|Allt Coralan|Scotland|480|Hydro|FiT|2011-09-02|2011-09-02|32.1%|28.2%|2018-05|1185.0|
3133|R00096RUEN|Limberlost|England|1594|Photovoltaic|RO|2013-03-25|2013-03-25|11.2%|9.8%|2018-04|1375.0|2474.0
3134|R00006SDSC|Drimsynie Estate Power Station|Scotland|400|Hydro|RO|2002-04-01|1986-01-01|37.7%|55.7%|2018-06|1952.0|1626.0
3135|R00147RREN|Hartshill STW - A,C,D|England|380|Sewage Gas|RO|2005-03-01|2005-03-01|51.5%|54.1%|2018-03|1802.0|1802.0
3136|G02362NWSC|Purlieknowe|Scotland|500|On-shore wind|FiT|2015-09-28|2015-09-28|34.6%|40.4%|2018-06|1770.0|
3137|G02141NWSC|Gaoth Wind Turbine|Scotland|500|On-shore wind|FiT|2014-11-17|2014-11-17|35.7%|38.6%|2018-04|1690.0|
3138|R00606RUEN|Taunton Solar PV|England|1715|Photovoltaic|RO|2015-03-31|2015-03-16|11.4%|11.3%|2018-05|1701.0|1796.0
3139|R00032SJSC|Wester Hatton - A|Scotland|330|Landfill Gas|RO|2005-09-01|2005-09-01|47.0%|10.1%|2017-01|294.0|288.0
3140|G01684HYSC|Flowerdale Hydro|Scotland|400|Hydro|FiT|2015-02-04|2015-02-04|42.9%|54.6%|2018-03|1912.0|
3141|G02773NWEN|Dunton Wind Turbine|England|500|On-shore wind|FiT|2015-07-13|2015-07-13|30.8%|32.8%|2018-05|1435.0|
3142|G02537NWSC|Greenmyres E48 500kW|Scotland|500|On-shore wind|FiT|2016-11-24|2016-11-24|42.6%|43.8%|2018-03|1919.0|
3143|R00060RUWA|Sea View|Wales|1877|Photovoltaic|RO|2016-03-30|2016-03-30|11.6%|11.8%|2018-04|1940.0|2269.0
3144|G02502NWEN|Lestoon Farm Turbine|England|500|On-shore wind|FiT|2014-06-26|2014-06-26|31.3%|32.0%|2018-05|1401.0|
3145|G02128NWSC|North Hoo Field Ltd|Scotland|500|On-shore wind|FiT|2014-11-04|2014-11-04|32.5%|18.2%|2018-04|797.0|
3146|G02023NWSC|Fetterangus Wind Turbine|Scotland|800|On-shore wind|FiT|2013-12-15|2013-12-15|21.0%|22.9%|2018-03|1604.0|
3147|G02758NWEN|Elder Farm Wind Turbine|England|500|On-shore wind|FiT|2015-06-23|2015-06-23|31.0%|33.0%|2018-06|1446.0|
3148|G02523NWEN|Heywoods|England|500|On-shore wind|FiT|2014-08-08|2014-08-08|31.7%|31.6%|2018-06|1385.0|
3149|R00194RJEN|Manywells Quarry- A|England|1030|Landfill Gas|RO|2002-04-01|2001-02-01|15.9%|15.4%|2004-09|1393.0|1393.0
3150|G02896NWEN|Stand Lees|England|500|On-shore wind|FiT|2015-12-20|2015-12-20|37.5%|39.5%|2018-06|1729.0|
3151|R00139RREN|Rugby STW - A,C,D|England|425|Sewage Gas|RO|2004-12-01|2004-12-01|47.2%|38.3%|2018-03|1425.0|1425.0
3152|G02734NWEN|OPR|England|500|On-shore wind|FiT|2015-06-01|2015-06-01|30.5%|32.4%|2018-05|1420.0|
3153|G01677BWEN|Green Gen 1|England|250|Anaerobic Digestion|FiT|2015-09-04|2015-09-04|76.0%|89.5%|2018-03|1959.0|
3154|G02669NWEN|Maple Turbine|England|500|On-shore wind|FiT|2014-12-17|2014-12-17|33.9%|36.5%|2018-04|1600.0|
3155|G01900HYSC|Sheval|Scotland|500|Hydro|FiT|2017-07-21|2017-07-21|||2018-06|1568.0|
3156|G02449NWSC|Temple Hill Renewables|Scotland|500|On-shore wind|FiT|2016-07-08|2016-07-08|34.4%|34.7%|2018-05|1518.0|
3157|G02163NWSC|Atlantisrealm(Westtown)ltd|Scotland|500|On-shore wind|FiT|2014-12-05|2014-12-05|33.4%|32.2%|2018-04|1411.0|
3158|R00069SDSC|Inverhaggernie|Scotland|680|Hydro|FiT|2009-12-16|2009-08-04|23.6%|23.2%|2018-03|1381.0|
3159|G02608NWEN|Crook Golf Club|England|500|On-shore wind|FiT|2014-11-18|2014-11-18|32.9%|35.4%|2018-05|1549.0|
3160|G01601BWEN|Beaconfield Farm AD Plant|England|150|Anaerobic Digestion|FiT|2014-11-27|2014-11-27|96.7%|98.3%|2018-03|1291.0|
3161|G01989NWSC|Tealing|Scotland|500|On-shore wind|FiT|2013-10-30|2013-09-13|32.8%|30.8%|2017-03|1347.0|
3162|G01472NWWA|Infinite Ventures (Nantycaws) Limited|Wales|500|On-shore wind|FiT|2014-04-17|2014-04-17|30.0%|30.1%|2018-06|1316.0|
